S1,DOV_Branch,politics,ppagecat,ppeducat,calculated_race,w6_subject_race,ppethm,ppgender,ppincimp,ppmarit,ppmsacat,PPREG4,ppreg9,agg_cowork,agg_friend,agg_fam,agg_sig,agg_neigh,school,college,military,church,volunteering,customer,bar_rest,party,public,blind_date,vacation,business trip,internet
"Yes, I am Married",1,democrat,65-74,Some college,white,White,"White, Non-Hispanic",Female,"$125,000 to $149,999",Married,Metro,West,Pacific,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no
"Yes, I am Married",1,republican,45-54,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Female,"$60,000 to $74,999",Married,Metro,West,Pacific,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes
"Yes, I am Married",1,democrat,75+,High school,white,White,"White, Non-Hispanic",Male,"$75,000 to $84,999",Married,Metro,Northeast,Mid-Atlantic,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,democrat,35-44,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$85,000 to $99,999",Married,Metro,Northeast,New England,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,35-44,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Female,"$40,000 to $49,999",Married,Metro,West,Pacific,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
"Yes, I am Married",1,democrat,55-64,High school,white,White,"White, Non-Hispanic",Female,"$85,000 to $99,999",Married,Metro,Northeast,Mid-Atlantic,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,democrat,65-74,High school,white,White,"White, Non-Hispanic",Male,"$200,000 to $249,999",Married,Metro,Northeast,Mid-Atlantic,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
"Yes, I am Married",1,democrat,55-64,Some college,hispanic,Asian or Pacific Islander,Hispanic,Female,"$125,000 to $149,999",Married,Metro,West,Pacific,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"Yes, I am Married",1,republican,45-54,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Female,"$175,000 to $199,999",Married,Metro,South,South Atlantic,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
"Yes, I am Married",1,republican,75+,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$35,000 to $39,999",Married,Metro,South,West-South Central,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,45-54,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$60,000 to $74,999",Married,Non-Metro,South,East-South Central,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,55-64,Less than high school,white,White,"White, Non-Hispanic",Male,"$35,000 to $39,999",Married,Metro,South,West-South Central,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"Yes, I am Married",1,democrat,55-64,High school,hispanic,Black or African American,Hispanic,Female,"$100,000 to $124,999",Married,Metro,Midwest,East-North Central,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,55-64,Bachelor's degree or higher,asian,Asian or Pacific Islander,"Other, Non-Hispanic",Female,"$85,000 to $99,999",Married,Metro,West,Pacific,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,55-64,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$125,000 to $149,999",Married,Non-Metro,West,Pacific,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,democrat,55-64,Bachelor's degree or higher,asian,Asian or Pacific Islander,"Other, Non-Hispanic",Female,"$150,000 to $174,999",Married,Metro,Northeast,Mid-Atlantic,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
"Yes, I am Married",1,republican,45-54,Some college,white,White,"White, Non-Hispanic",Male,"$75,000 to $84,999",Married,Metro,South,West-South Central,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,25-34,Less than high school,white,White,"White, Non-Hispanic",Male,"Less than $5,000",Married,Metro,South,South Atlantic,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,25-34,Bachelor's degree or higher,asian,Asian or Pacific Islander,"Other, Non-Hispanic",Male,"$60,000 to $74,999",Married,Metro,Midwest,West-North Central,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no
"Yes, I am Married",1,republican,75+,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Female,"$175,000 to $199,999",Married,Metro,West,Pacific,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no
"Yes, I am Married",1,republican,25-34,Some college,white,White,"White, Non-Hispanic",Female,"$40,000 to $49,999",Married,Metro,West,Mountain,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,55-64,High school,white,White,"White, Non-Hispanic",Female,"$150,000 to $174,999",Married,Metro,South,South Atlantic,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"Yes, I am Married",1,democrat,35-44,Less than high school,white,White,"White, Non-Hispanic",Male,"$30,000 to $34,999",Married,Metro,West,Pacific,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,75+,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$75,000 to $84,999",Married,Metro,South,West-South Central,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"Yes, I am Married",1,republican,35-44,Bachelor's degree or higher,asian,Asian or Pacific Islander,"Other, Non-Hispanic",Male,"$250,000 or more",Married,Metro,South,South Atlantic,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"Yes, I am Married",1,democrat,75+,Bachelor's degree or higher,hispanic,White,Hispanic,Male,"$25,000 to $29,999",Married,Metro,West,Mountain,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no
"Yes, I am Married",1,republican,55-64,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$200,000 to $249,999",Married,Metro,Midwest,East-North Central,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,democrat,35-44,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Female,"$150,000 to $174,999",Married,Metro,Northeast,Mid-Atlantic,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"Yes, I am Married",1,democrat,55-64,High school,white,White,"White, Non-Hispanic",Female,"$50,000 to $59,999",Married,Metro,Northeast,Mid-Atlantic,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"Yes, I am Married",1,republican,65-74,Some college,white,White,"White, Non-Hispanic",Male,"$85,000 to $99,999",Married,Non-Metro,South,South Atlantic,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"Yes, I am Married",1,republican,45-54,Bachelor's degree or higher,asian,Asian or Pacific Islander,"Other, Non-Hispanic",Female,"$85,000 to $99,999",Married,Metro,West,Pacific,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,35-44,Some college,hispanic,White,Hispanic,Male,"$50,000 to $59,999",Married,Metro,South,South Atlantic,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,65-74,Bachelor's degree or higher,native_am,"American Indian, Aleut, or Eskimo","Other, Non-Hispanic",Male,"$60,000 to $74,999",Married,Non-Metro,South,South Atlantic,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,democrat,55-64,High school,white,White,"White, Non-Hispanic",Female,"$40,000 to $49,999",Married,Metro,Northeast,Mid-Atlantic,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,democrat,75+,High school,hispanic,White,Hispanic,Male,"$30,000 to $34,999",Married,Metro,South,South Atlantic,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,democrat,55-64,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$175,000 to $199,999",Married,Non-Metro,Northeast,Mid-Atlantic,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
"Yes, I am Married",1,democrat,35-44,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$175,000 to $199,999",Married,Metro,Northeast,New England,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
"Yes, I am Married",1,republican,35-44,High school,white,White,"White, Non-Hispanic",Male,"$100,000 to $124,999",Married,Metro,South,South Atlantic,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
"Yes, I am Married",1,republican,65-74,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$175,000 to $199,999",Married,Metro,Northeast,Mid-Atlantic,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"Yes, I am Married",1,democrat,65-74,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Female,"$175,000 to $199,999",Married,Metro,Northeast,Mid-Atlantic,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,45-54,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Female,"$175,000 to $199,999",Married,Metro,Northeast,Mid-Atlantic,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"Yes, I am Married",1,republican,55-64,High school,white,White,"White, Non-Hispanic",Female,"$100,000 to $124,999",Married,Metro,Northeast,Mid-Atlantic,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,35-44,Some college,white,White,"White, Non-Hispanic",Female,"$100,000 to $124,999",Married,Metro,West,Mountain,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"Yes, I am Married",1,republican,65-74,Some college,white,White,"White, Non-Hispanic",Female,"$60,000 to $74,999",Married,Metro,South,West-South Central,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,45-54,Some college,white,White,"White, Non-Hispanic",Female,"$75,000 to $84,999",Married,Metro,Midwest,East-North Central,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no
"Yes, I am Married",1,democrat,45-54,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Female,"$75,000 to $84,999",Married,Metro,Midwest,West-North Central,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no
"Yes, I am Married",1,republican,45-54,High school,white,White,"White, Non-Hispanic",Female,"$60,000 to $74,999",Married,Metro,South,South Atlantic,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,democrat,65-74,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$60,000 to $74,999",Married,Non-Metro,Northeast,Mid-Atlantic,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no
"Yes, I am Married",1,democrat,55-64,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$100,000 to $124,999",Married,Non-Metro,South,South Atlantic,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,55-64,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$250,000 or more",Married,Non-Metro,South,South Atlantic,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,75+,Some college,white,White,"White, Non-Hispanic",Female,"$50,000 to $59,999",Married,Metro,West,Mountain,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,55-64,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$85,000 to $99,999",Married,Metro,South,South Atlantic,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no
"Yes, I am Married",1,democrat,45-54,High school,white,White,"White, Non-Hispanic",Male,"$25,000 to $29,999",Married,Metro,Northeast,New England,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"Yes, I am Married",1,republican,65-74,High school,white,White,"White, Non-Hispanic",Female,"$25,000 to $29,999",Married,Metro,South,West-South Central,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"Yes, I am Married",1,republican,55-64,Some college,white,White,"White, Non-Hispanic",Male,"$200,000 to $249,999",Married,Non-Metro,South,East-South Central,no,no,no,no,no,,,,,,,,,,,,,no
"Yes, I am Married",1,republican,55-64,Some college,white,White,"White, Non-Hispanic",Male,"$125,000 to $149,999",Married,Non-Metro,Midwest,East-North Central,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,65-74,Some college,multiracial,White,"2+ Races, Non-Hispanic",Male,"$50,000 to $59,999",Married,Metro,West,Pacific,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,35-44,Some college,white,White,"White, Non-Hispanic",Male,"$60,000 to $74,999",Married,Metro,South,South Atlantic,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,democrat,45-54,High school,white,White,"White, Non-Hispanic",Male,"$60,000 to $74,999",Married,Metro,Northeast,Mid-Atlantic,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes
"Yes, I am Married",1,democrat,35-44,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Female,"$100,000 to $124,999",Married,Metro,West,Mountain,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,65-74,High school,white,White,"White, Non-Hispanic",Male,"$35,000 to $39,999",Married,Non-Metro,Midwest,West-North Central,no,no,no,no,no,,,,,,,,,,,,,no
"Yes, I am Married",1,neutral,25-34,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Female,"$50,000 to $59,999",Married,Metro,West,Mountain,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes
"Yes, I am Married",1,democrat,65-74,High school,white,White,"White, Non-Hispanic",Female,"$175,000 to $199,999",Married,Metro,West,Pacific,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,45-54,Bachelor's degree or higher,hispanic,Other (please specify),Hispanic,Male,"$50,000 to $59,999",Married,Metro,West,Pacific,no,no,no,no,no,,,,,,,,,,,,,no
"Yes, I am Married",1,democrat,35-44,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Female,"$100,000 to $124,999",Married,Metro,Midwest,West-North Central,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no
"Yes, I am Married",1,democrat,35-44,Bachelor's degree or higher,hispanic,White,Hispanic,Male,"$150,000 to $174,999",Married,Metro,Northeast,New England,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,democrat,55-64,Some college,black,Black or African American,"Black, Non-Hispanic",Male,"$25,000 to $29,999",Married,Metro,South,South Atlantic,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,75+,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$200,000 to $249,999",Married,Metro,Northeast,New England,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
"Yes, I am Married",1,democrat,65-74,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Female,"$50,000 to $59,999",Married,Metro,South,South Atlantic,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,25-34,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Female,"$100,000 to $124,999",Married,Metro,Northeast,Mid-Atlantic,no,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no
"Yes, I am Married",1,republican,55-64,Some college,multiracial,Asian or Pacific Islander,"2+ Races, Non-Hispanic",Male,"$175,000 to $199,999",Married,Non-Metro,Midwest,East-North Central,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,55-64,Some college,white,White,"White, Non-Hispanic",Male,"$125,000 to $149,999",Married,Metro,South,South Atlantic,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"Yes, I am Married",1,republican,35-44,Some college,white,White,"White, Non-Hispanic",Male,"$40,000 to $49,999",Married,Non-Metro,South,East-South Central,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,democrat,45-54,Some college,white,White,"White, Non-Hispanic",Male,"$100,000 to $124,999",Married,Metro,South,East-South Central,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,55-64,Some college,white,White,"White, Non-Hispanic",Male,"$125,000 to $149,999",Married,Metro,South,South Atlantic,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"Yes, I am Married",1,democrat,35-44,Bachelor's degree or higher,asian,Asian or Pacific Islander,"Other, Non-Hispanic",Male,"$150,000 to $174,999",Married,Metro,West,Pacific,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
"Yes, I am Married",1,democrat,75+,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$200,000 to $249,999",Married,Metro,West,Pacific,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
"Yes, I am Married",1,republican,75+,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$125,000 to $149,999",Married,Metro,South,South Atlantic,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,democrat,55-64,Some college,white,White,"White, Non-Hispanic",Female,"$125,000 to $149,999",Married,Metro,South,South Atlantic,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,democrat,55-64,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Female,"$175,000 to $199,999",Married,Metro,South,South Atlantic,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no
"Yes, I am Married",1,republican,75+,High school,white,White,"White, Non-Hispanic",Male,"$75,000 to $84,999",Married,Non-Metro,West,Mountain,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,democrat,35-44,Bachelor's degree or higher,asian,Asian or Pacific Islander,"Other, Non-Hispanic",Female,"$250,000 or more",Married,Metro,West,Pacific,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,45-54,High school,white,White,"White, Non-Hispanic",Female,"$100,000 to $124,999",Married,Metro,South,West-South Central,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,25-34,High school,multiracial,"American Indian, Aleut, or Eskimo","2+ Races, Non-Hispanic",Female,"$35,000 to $39,999",Married,Metro,West,Mountain,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,45-54,High school,white,White,"White, Non-Hispanic",Female,"$75,000 to $84,999",Married,Metro,Midwest,East-North Central,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,35-44,High school,white,White,"White, Non-Hispanic",Male,"$50,000 to $59,999",Married,Metro,South,South Atlantic,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,65-74,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Male,"$35,000 to $39,999",Married,Metro,South,South Atlantic,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,democrat,65-74,Bachelor's degree or higher,white,White,"White, Non-Hispanic",Female,"$175,000 to $199,999",Married,Metro,West,Pacific,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,65-74,Some college,hispanic,White,Hispanic,Female,"$150,000 to $174,999",Married,Metro,West,Pacific,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
"Yes, I am Married",1,republican,65-74,Some college,white,White,"White, Non-Hispanic",Female,"$50,000 to $59,999",Married,Metro,Midwest,East-North Central,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
